CX Calls Call Started Date,CX Calls Call Started Hour of Day,calls,emails,chats,sms,orders
2/17/2017,14,1329,2493,321,3129,2225
2/17/2017,8,181,821,0,1,241
2/17/2017,9,1057,2749,305,29,793
2/17/2017,1,1,173,0,0,117
2/17/2017,2,1,129,0,0,97
2/17/2017,10,1077,2657,405,13,985
2/17/2017,17,1177,2133,265,17,2041
2/17/2017,22,0,489,0,5,349
2/17/2017,20,0,1029,149,5,685
2/17/2017,0,0,441,0,0,217
2/17/2017,23,0,589,0,5,229
2/17/2017,4,0,9,0,1,13
2/17/2017,6,0,153,0,0,61
2/17/2017,21,0,845,0,9,617
2/18/2017,19,485,913,141,9,1665
2/18/2017,22,29,829,0,13,401
2/18/2017,23,9,353,0,1,269
2/18/2017,21,37,785,1,13,773
2/18/2017,20,245,873,129,13,1109
2/18/2017,6,0,85,0,0,13
2/18/2017,15,0,1589,265,1033,3381
2/18/2017,4,0,49,0,1,21
2/18/2017,2,0,117,0,0,61
2/18/2017,5,0,133,0,0,13
2/18/2017,9,0,2201,161,1,301
2/18/2017,7,0,373,0,0,45
2/18/2017,10,0,1293,189,13,653
2/18/2017,1,0,73,0,0,121
2/18/2017,8,0,557,0,9,165
2/18/2017,11,0,1301,213,17,1473
2/18/2017,12,0,1437,197,1045,2273
2/18/2017,14,0,1437,233,1073,3389
2/18/2017,13,0,1249,289,1065,2725
2/18/2017,16,0,1301,233,989,3381
2/18/2017,3,0,101,0,1,37
2/18/2017,17,0,1809,213,33,3105
2/18/2017,0,0,257,0,5,177
2/18/2017,18,0,1073,105,9,2405
2/19/2017,22,21,673,0,13,405
2/19/2017,13,453,1253,157,1557,1953
2/19/2017,0,13,257,0,1,145
2/19/2017,21,45,957,0,9,697
2/19/2017,1,1,301,0,0,149
2/19/2017,9,81,1149,109,0,249
2/19/2017,10,201,729,125,5,497
2/19/2017,16,577,1533,221,1421,2917
2/19/2017,2,1,97,0,0,65
2/19/2017,8,25,401,0,1,121
2/19/2017,17,629,1477,189,21,2497
2/19/2017,23,1,721,0,5,233
2/19/2017,18,241,1157,141,21,1761
2/19/2017,19,149,1137,149,5,1217
2/19/2017,7,1,137,0,0,29
2/19/2017,14,905,1045,189,1585,2873
2/19/2017,12,469,857,137,1569,1565
2/19/2017,20,133,957,89,1,777
2/19/2017,11,425,1005,125,5,1201
2/19/2017,15,593,1053,161,1517,2717
2/19/2017,5,0,149,0,0,13
2/19/2017,3,0,49,0,0,25
2/19/2017,6,0,77,0,0,25
2/19/2017,4,0,9,0,0,9
2/20/2017,18,1357,1953,165,9,1673
2/20/2017,15,2089,2609,365,17,2237
2/20/2017,19,641,1529,189,13,1317
2/20/2017,0,5,421,0,0,209
2/20/2017,17,1173,1729,277,5,2009
2/20/2017,12,2061,2649,301,5,1941
2/20/2017,14,1993,17317,345,25,2373
2/20/2017,16,1625,2173,277,33,2533
2/20/2017,23,25,761,0,0,365
2/20/2017,5,1,161,0,0,21
2/20/2017,7,25,537,0,0,81
2/20/2017,10,1329,1669,285,13,793
2/20/2017,21,133,1341,0,5,725
2/20/2017,9,1001,2129,233,21,369
2/20/2017,13,1877,2213,313,21,2057
2/20/2017,20,481,1349,141,5,817
2/20/2017,11,2261,2405,293,21,1269
2/20/2017,6,1,185,0,0,21
2/20/2017,22,33,1065,0,9,477
2/20/2017,8,221,1089,0,1,181
2/20/2017,4,0,121,0,0,17
2/20/2017,2,0,105,0,1,77
2/20/2017,3,0,81,0,1,13
2/20/2017,1,0,153,0,5,105
2/21/2017,20,769,1677,209,17,1073
2/21/2017,16,1729,3721,245,33,1849
2/21/2017,10,1929,2601,261,17,897
2/21/2017,1,1,189,0,0,105
2/21/2017,23,37,917,0,1,377
2/21/2017,18,1945,2729,225,1,1625
2/21/2017,8,221,1205,0,5,201
2/21/2017,15,2145,2921,329,29,1713
2/21/2017,13,1797,2689,321,29,1941
2/21/2017,22,53,1445,0,9,497
2/21/2017,7,17,461,0,0,101
2/21/2017,12,2121,2765,365,25,1729
2/21/2017,17,1565,3373,221,5,1597
2/21/2017,21,165,1697,17,25,829
2/21/2017,11,2141,2481,317,13,1301
2/21/2017,0,5,457,0,0,217
2/21/2017,9,1993,3105,297,13,509
2/21/2017,19,1381,1869,289,9,1393
2/21/2017,14,1765,9185,333,409,1945
2/21/2017,5,0,77,0,0,29
2/21/2017,4,0,97,0,0,17
2/21/2017,2,0,229,0,0,85
2/21/2017,3,0,65,0,0,29
2/21/2017,6,0,281,0,5,13
2/22/2017,12,2045,2457,277,45,1425
2/22/2017,17,1105,2517,241,17,1869
2/22/2017,9,1021,3089,281,9,625
2/22/2017,7,17,681,0,1,69
2/22/2017,21,145,1121,13,13,873
2/22/2017,18,1485,1713,193,9,1721
2/22/2017,11,1345,2293,301,37,1137
2/22/2017,13,1373,2685,281,153,1669
2/22/2017,6,1,129,0,0,21
2/22/2017,23,21,681,0,5,361
2/22/2017,10,1161,2481,305,29,853
2/22/2017,16,1649,2629,321,53,1729
2/22/2017,19,721,2085,209,21,1289
2/22/2017,20,649,1321,257,1,989
2/22/2017,14,1393,5493,269,65,1845
2/22/2017,8,145,1389,0,5,213
2/22/2017,15,1609,2557,373,37,1757
2/22/2017,22,65,1353,0,13,541
2/22/2017,5,0,177,0,0,29
2/22/2017,4,0,157,0,0,29
2/22/2017,0,0,633,0,5,217
2/22/2017,2,0,157,0,0,69
2/22/2017,1,0,321,0,0,121
2/22/2017,3,0,161,0,0,29
2/23/2017,12,1657,2525,305,717,1673
2/23/2017,8,137,1265,0,5,269
2/23/2017,17,1169,2497,261,21,1585
2/23/2017,16,1389,2249,273,805,1893
2/23/2017,22,53,949,0,1,469
2/23/2017,21,153,1577,0,1,793
2/23/2017,20,633,1145,169,17,893
2/23/2017,7,17,677,0,9,73
2/23/2017,18,1393,2397,177,21,1613
2/23/2017,14,1385,2213,273,761,1821
2/23/2017,11,1469,2445,349,37,1309
2/23/2017,9,837,1853,213,1,633
2/23/2017,23,37,665,0,9,357
2/23/2017,19,861,1609,161,5,1085
2/23/2017,10,1185,2177,297,9,813
2/23/2017,6,1,161,0,9,37
2/23/2017,0,5,509,0,1,205
2/23/2017,13,1305,2421,261,789,1753
2/23/2017,15,1289,2205,269,833,1785
2/23/2017,3,0,73,0,0,45
2/23/2017,4,0,85,0,0,29
2/23/2017,5,0,169,0,0,41
2/23/2017,1,0,209,0,1,149
2/23/2017,2,0,197,0,0,65
2/24/2017,15,1893,2549,253,1101,2037
2/24/2017,16,1545,2889,269,1165,2157
2/24/2017,12,1509,2633,325,1073,1933
2/24/2017,19,437,881,133,13,1237
2/24/2017,14,1781,2377,245,1153,2077
2/24/2017,6,5,369,0,1,65
2/24/2017,22,29,585,0,0,405
2/24/2017,17,1105,2001,197,37,2149
2/24/2017,0,13,481,0,5,237
2/24/2017,18,1161,1785,221,21,1841
2/24/2017,10,1205,2121,289,5,837
2/24/2017,7,21,493,0,5,113
2/24/2017,21,141,781,1,9,777
2/24/2017,20,505,957,141,1,837
2/24/2017,11,1329,2637,273,29,1389
2/24/2017,8,161,1073,1,1,277
2/24/2017,13,1557,2709,285,1093,1813
2/24/2017,23,21,541,0,5,273
2/24/2017,9,629,1701,205,25,505
2/24/2017,2,0,141,0,0,49
2/24/2017,3,0,121,0,0,13
2/24/2017,4,0,65,0,5,13
2/24/2017,1,0,213,0,0,97
2/24/2017,5,0,117,0,0,17
2/25/2017,17,649,1401,165,13,2717
2/25/2017,1,1,157,0,0,89
2/25/2017,21,61,1069,13,13,721
2/25/2017,11,821,1113,193,13,1705
2/25/2017,10,673,969,205,21,661
2/25/2017,8,61,573,0,1,145
2/25/2017,22,29,829,0,5,461
2/25/2017,18,513,1701,201,25,2297
2/25/2017,20,225,1045,157,5,969
2/25/2017,19,529,1377,209,13,1421
2/25/2017,9,233,1893,141,9,253
2/25/2017,13,785,1901,229,757,2645
2/25/2017,23,13,597,0,1,273
2/25/2017,7,9,213,0,0,65
2/25/2017,15,857,2061,221,821,3317
2/25/2017,16,701,2077,213,713,3285
2/25/2017,12,1061,1617,201,773,2285
2/25/2017,0,13,325,0,0,185
2/25/2017,5,1,65,0,0,25
2/25/2017,14,837,1733,189,785,3357
2/25/2017,3,1,113,0,1,37
2/25/2017,6,0,93,0,0,17
2/25/2017,2,0,93,0,1,37
2/25/2017,4,0,85,0,0,9
2/26/2017,11,473,1057,145,13,997
2/26/2017,20,89,761,125,1,973
2/26/2017,14,601,1197,185,833,2705
2/26/2017,18,301,909,181,1,1685
2/26/2017,12,545,1225,245,985,1649
2/26/2017,0,1,313,0,0,157
2/26/2017,9,93,1253,105,5,293
2/26/2017,7,17,237,0,0,37
2/26/2017,17,513,1125,209,1,2421
2/26/2017,19,101,985,153,5,1169
2/26/2017,10,229,709,161,13,449
2/26/2017,23,5,721,0,1,293
2/26/2017,2,1,97,0,0,49
2/26/2017,13,809,1081,177,877,2077
2/26/2017,15,521,1445,165,913,2969
2/26/2017,4,1,61,0,0,13
2/26/2017,16,465,1425,161,817,2381
2/26/2017,22,9,645,0,1,377
2/26/2017,8,33,373,0,5,153
2/26/2017,21,45,977,0,0,761
2/26/2017,6,0,141,0,0,1
2/26/2017,3,0,85,0,0,33
2/26/2017,5,0,49,0,0,9
2/26/2017,1,0,193,0,0,125
2/27/2017,22,37,1229,0,17,633
2/27/2017,11,2701,3033,465,17,1309
2/27/2017,7,17,505,0,1,45
2/27/2017,19,797,1809,209,13,1373
2/27/2017,8,169,901,0,1,205
2/27/2017,17,1489,3977,297,13,1661
2/27/2017,16,1905,3525,305,521,1681
2/27/2017,20,669,1645,197,1,793
2/27/2017,15,2301,3917,349,545,1733
2/27/2017,21,145,1517,0,25,937
2/27/2017,12,1897,3265,361,573,1869
2/27/2017,23,61,925,0,1,353
2/27/2017,13,1673,2957,309,597,1733
2/27/2017,6,1,141,0,0,25
2/27/2017,18,1745,2389,209,29,1689
2/27/2017,14,1921,21309,397,869,1753
2/27/2017,9,1509,2145,245,5,625
2/27/2017,10,1689,2461,329,25,917
2/27/2017,0,0,297,0,0,217
2/27/2017,3,0,177,0,0,13
2/27/2017,1,0,225,0,0,137
2/27/2017,5,0,73,0,1,25
2/27/2017,4,0,21,0,0,17
2/27/2017,2,0,125,0,0,89
2/28/2017,19,1645,2293,221,25,1717
2/28/2017,7,37,713,0,1,85
2/28/2017,9,801,2437,257,9,489
2/28/2017,23,25,1085,0,13,353
2/28/2017,3,1,65,0,1,33
2/28/2017,11,1529,2713,321,25,1269
2/28/2017,8,165,1277,0,9,241
2/28/2017,16,1781,2745,473,33,1941
2/28/2017,6,5,289,0,0,33
2/28/2017,17,1561,4605,189,33,2077
2/28/2017,22,21,1365,0,1,637
2/28/2017,0,1,373,0,5,193
2/28/2017,12,1953,2101,265,29,1289
2/28/2017,15,1653,1157,369,61,1177
2/28/2017,18,1349,3057,0,37,1961
2/28/2017,10,1309,1973,301,37,869
2/28/2017,14,1569,4869,321,5,881
2/28/2017,20,593,1765,221,37,1237
2/28/2017,21,157,1817,0,9,1193
2/28/2017,13,1297,309,9,13,865
2/28/2017,2,0,169,0,0,85
2/28/2017,5,0,85,0,0,13
2/28/2017,4,0,121,0,0,5
2/28/2017,1,0,305,0,0,137
3/1/2017,21,229,1541,0,17,765
3/1/2017,11,1493,3033,349,5,1221
3/1/2017,23,21,461,0,0,325
3/1/2017,22,89,1473,0,5,561
3/1/2017,14,1437,6733,385,517,1733
3/1/2017,7,21,409,0,5,117
3/1/2017,15,1985,2577,261,465,1797
3/1/2017,16,1481,2773,277,565,1713
3/1/2017,10,1181,2233,289,5,929
3/1/2017,17,1041,3049,273,17,1729
3/1/2017,6,17,301,0,0,49
3/1/2017,19,1425,1665,253,17,1297
3/1/2017,20,753,1365,213,9,885
3/1/2017,8,161,1205,0,1,269
3/1/2017,12,2061,2941,305,461,1333
3/1/2017,9,993,3193,285,9,645
3/1/2017,0,9,541,0,1,253
3/1/2017,13,1557,2857,333,501,1553
3/1/2017,18,1845,2025,213,17,1541
3/1/2017,3,0,185,0,0,33
3/1/2017,2,0,153,0,1,101
3/1/2017,1,0,457,0,5,129
3/1/2017,5,0,129,0,0,33
3/1/2017,4,0,101,0,0,9
3/2/2017,12,1801,2573,265,989,1449
3/2/2017,23,21,565,0,0,361
3/2/2017,9,1029,1933,249,17,565
3/2/2017,16,1781,2761,229,889,1589
3/2/2017,2,17,185,0,0,65
3/2/2017,14,1357,2281,269,1005,1697
3/2/2017,22,33,953,0,13,481
3/2/2017,10,1117,2121,305,13,825
3/2/2017,15,1421,2365,337,997,1777
3/2/2017,17,1225,2805,305,9,1693
3/2/2017,20,565,1353,141,9,873
3/2/2017,13,1533,2421,289,1137,1665
3/2/2017,7,29,497,0,0,97
3/2/2017,21,137,941,0,13,753
3/2/2017,0,1,525,0,5,241
3/2/2017,11,1529,2345,293,5,1097
3/2/2017,19,801,1253,217,17,1217
3/2/2017,1,1,229,0,1,161
3/2/2017,18,1005,1997,189,17,1397
3/2/2017,8,169,1237,0,13,313
3/2/2017,5,0,113,0,0,21
3/2/2017,3,0,133,0,0,37
3/2/2017,6,0,225,0,0,53
3/2/2017,4,0,21,0,0,9
3/3/2017,16,1389,2169,237,585,2013
3/3/2017,21,149,845,0,5,761
3/3/2017,17,1109,2793,177,29,2053
3/3/2017,10,1001,2021,213,13,741
3/3/2017,22,53,569,0,13,433
3/3/2017,9,853,2017,221,25,513
3/3/2017,14,1653,2865,301,753,2001
3/3/2017,6,9,133,0,1,53
3/3/2017,8,165,1081,0,9,205
3/3/2017,18,1237,1749,125,17,1773
3/3/2017,11,2153,2233,293,17,1261
3/3/2017,15,1945,2901,225,613,1953
3/3/2017,7,5,545,0,1,125
3/3/2017,23,17,525,0,9,257
3/3/2017,12,1457,2649,261,661,1689
3/3/2017,20,409,989,173,17,849
3/3/2017,0,5,501,0,9,217
3/3/2017,13,1461,2385,233,649,1757
3/3/2017,19,621,1165,209,25,1209
3/3/2017,3,0,73,0,0,41
3/3/2017,5,0,21,0,0,21
3/3/2017,4,0,81,0,0,21
3/3/2017,2,0,313,0,0,53
3/3/2017,1,0,365,0,1,129
3/4/2017,9,209,2209,145,5,325
3/4/2017,6,1,173,0,1,29
3/4/2017,17,1017,1797,301,9,3137
3/4/2017,14,953,1553,245,553,3097
3/4/2017,15,993,1569,221,497,3461
3/4/2017,16,769,1729,177,401,3301
3/4/2017,13,1109,1585,229,445,2861
3/4/2017,10,621,1369,197,1,669
3/4/2017,19,505,1425,93,17,1545
3/4/2017,22,21,673,0,13,425
3/4/2017,5,1,25,0,0,13
3/4/2017,11,813,1697,273,9,1729
3/4/2017,23,17,665,0,17,245
3/4/2017,20,145,841,173,5,957
3/4/2017,21,61,629,5,9,629
3/4/2017,18,629,1457,193,5,2421
3/4/2017,12,1025,1505,305,453,2405
3/4/2017,8,37,609,0,1,181
3/4/2017,7,9,329,0,0,77
3/4/2017,3,0,117,0,0,45
3/4/2017,0,0,289,0,0,169
3/4/2017,4,0,29,0,0,5
3/4/2017,2,0,169,0,0,45
3/4/2017,1,0,241,0,5,85
3/5/2017,18,269,1093,137,17,1777
3/5/2017,19,113,701,173,0,1129
3/5/2017,10,193,1061,157,13,329
3/5/2017,8,33,441,1,1,125
3/5/2017,14,537,1241,233,945,2741
3/5/2017,20,81,1121,137,17,921
3/5/2017,1,1,233,0,9,105
3/5/2017,17,589,1185,177,1,2281
3/5/2017,15,501,1505,229,865,2777
3/5/2017,7,21,189,0,0,45
3/5/2017,13,821,1165,141,1029,2021
3/5/2017,9,77,1485,97,0,237
3/5/2017,12,469,1445,209,853,1613
3/5/2017,16,437,1157,221,1033,2581
3/5/2017,11,497,1369,205,0,1061
3/5/2017,22,5,713,0,5,529
3/5/2017,21,41,1273,21,1,729
3/5/2017,23,1,381,0,13,257
3/5/2017,5,0,21,0,0,17
3/5/2017,3,0,177,0,0,25
3/5/2017,6,0,73,0,0,41
3/5/2017,2,0,213,0,0,53
3/5/2017,4,0,65,0,0,21
3/5/2017,0,0,281,0,1,149
3/6/2017,8,213,1037,0,1,169
3/6/2017,1,9,229,0,0,89
3/6/2017,12,1997,3473,337,845,1629
3/6/2017,0,25,277,0,5,149
3/6/2017,7,25,425,0,13,69
3/6/2017,15,1917,3441,329,909,1777
3/6/2017,20,517,1493,201,1,941
3/6/2017,11,2621,3905,445,37,1365
3/6/2017,18,1309,2605,217,13,1641
3/6/2017,22,53,949,0,5,489
3/6/2017,14,2645,20709,369,985,1781
3/6/2017,16,1549,3153,321,729,1677
3/6/2017,19,921,1625,229,5,1333
3/6/2017,9,1413,2149,241,21,633
3/6/2017,17,2029,3517,305,17,1797
3/6/2017,10,1533,2997,297,13,917
3/6/2017,21,181,1469,0,9,809
3/6/2017,23,25,849,0,5,373
3/6/2017,5,1,65,0,0,1
3/6/2017,2,5,185,0,0,61
3/6/2017,13,1821,3017,377,797,1845
3/6/2017,4,0,293,0,1,13
3/6/2017,6,0,249,0,0,33
3/6/2017,3,0,121,0,0,13
3/7/2017,12,1877,2645,261,81,1473
3/7/2017,19,889,1733,205,17,1321
3/7/2017,7,13,721,0,0,97
3/7/2017,16,1377,2833,241,17,1845
3/7/2017,17,1173,2341,225,21,1889
3/7/2017,1,5,577,0,0,105
3/7/2017,8,189,1121,0,1,185
3/7/2017,11,1545,2717,229,9,1293
3/7/2017,4,1,49,0,0,29
3/7/2017,18,1253,2065,177,17,1809
3/7/2017,14,1649,7565,313,29,1845
3/7/2017,13,1413,3041,313,17,1641
3/7/2017,21,165,1441,0,25,821
3/7/2017,3,1,137,0,0,29
3/7/2017,10,1101,2589,325,9,817
3/7/2017,9,853,2553,229,5,537
3/7/2017,15,1929,3105,305,13,1705
3/7/2017,20,789,1781,157,25,977
3/7/2017,23,33,701,0,17,381
3/7/2017,22,57,1201,0,5,513
3/7/2017,6,0,177,0,0,17
3/7/2017,2,0,169,0,5,65
3/7/2017,0,0,381,0,0,149
3/7/2017,5,0,145,0,0,17
3/8/2017,19,1033,1149,229,13,1369
3/8/2017,13,1209,2781,365,409,1833
3/8/2017,17,1425,2105,237,17,1681
3/8/2017,14,1357,7741,237,405,1797
3/8/2017,5,1,105,0,5,33
3/8/2017,7,13,489,0,0,85
3/8/2017,11,1361,2145,293,13,1185
3/8/2017,16,1573,3325,297,465,1889
3/8/2017,18,1401,2037,193,9,1697
3/8/2017,21,181,1245,0,1,765
3/8/2017,0,1,389,0,0,225
3/8/2017,12,1873,2633,293,533,1573
3/8/2017,9,909,3041,213,5,441
3/8/2017,23,9,733,0,1,317
3/8/2017,15,1873,3445,345,437,1797
3/8/2017,1,1,381,0,0,133
3/8/2017,10,1037,1809,237,13,705
3/8/2017,6,5,437,0,9,41
3/8/2017,20,505,1269,209,5,973
3/8/2017,8,121,965,0,1,285
3/8/2017,22,89,869,0,5,453
3/8/2017,2,1,121,0,0,101
3/8/2017,3,0,157,0,0,49
3/8/2017,4,0,57,0,0,21
3/9/2017,14,1381,2225,313,777,1809
3/9/2017,10,1097,1865,377,9,821
3/9/2017,19,825,1653,189,5,1221
3/9/2017,7,25,505,0,9,117
3/9/2017,6,5,161,0,0,33
3/9/2017,11,1113,1841,281,13,1297
3/9/2017,1,1,257,0,0,89
3/9/2017,16,1621,2709,221,617,1669
3/9/2017,17,1197,2449,181,21,1645
3/9/2017,12,2001,2965,345,765,1569
3/9/2017,8,145,1117,0,9,193
3/9/2017,22,41,877,0,21,517
3/9/2017,13,1505,2977,289,685,1881
3/9/2017,2,1,141,0,0,41
3/9/2017,21,149,997,0,5,781
3/9/2017,9,805,1705,233,9,553
3/9/2017,0,5,465,0,0,169
3/9/2017,20,401,1321,177,17,937
3/9/2017,15,1261,2965,305,753,1925
3/9/2017,23,29,813,0,1,273
3/9/2017,18,777,1625,141,25,1781
3/9/2017,5,0,169,0,1,25
3/9/2017,3,0,101,0,0,21
3/9/2017,4,0,33,0,0,17
3/10/2017,16,1445,2685,217,589,1969
3/10/2017,8,97,1157,0,0,245
3/10/2017,11,1249,2365,265,9,1189
3/10/2017,17,969,2929,169,13,1989
3/10/2017,12,1585,2469,265,637,1713
3/10/2017,0,1,129,0,0,121
3/10/2017,9,817,1809,217,9,533
3/10/2017,21,109,749,0,9,625
3/10/2017,6,1,269,0,0,41
3/10/2017,14,1545,2393,325,609,1769
3/10/2017,7,17,489,0,0,117
3/10/2017,20,465,1081,149,5,813
3/10/2017,19,757,1261,133,21,1153
3/10/2017,10,1029,1881,317,29,833
3/10/2017,22,17,589,0,1,397
3/10/2017,15,1725,2673,265,561,2077
3/10/2017,5,1,189,0,1,17
3/10/2017,18,1329,1917,129,29,1857
3/10/2017,13,1201,2585,277,601,1589
3/10/2017,23,9,545,0,5,301
3/10/2017,4,0,101,0,0,33
3/10/2017,3,0,141,0,0,29
3/10/2017,1,0,525,0,1,97
3/10/2017,2,0,137,0,0,45
3/11/2017,23,1,505,0,1,221
3/11/2017,13,921,1437,217,509,2429
3/11/2017,8,57,613,0,1,213
3/11/2017,12,697,1141,233,469,2121
3/11/2017,17,701,1437,197,13,2773
3/11/2017,21,93,1281,0,0,765
3/11/2017,15,1045,1601,245,469,3109
3/11/2017,20,153,1149,129,13,1089
3/11/2017,1,5,265,0,5,113
3/11/2017,14,1133,1697,205,429,2925
3/11/2017,10,421,965,185,25,629
3/11/2017,22,21,741,0,5,429
3/11/2017,11,869,1113,205,13,1405
3/11/2017,16,629,1413,213,533,2977
3/11/2017,9,225,2021,153,5,289
3/11/2017,19,193,1161,157,5,1661
3/11/2017,4,1,65,0,0,9
3/11/2017,18,701,1829,109,13,2237
3/11/2017,0,0,341,0,1,125
3/11/2017,2,0,209,0,1,61
3/11/2017,5,0,65,0,0,17
3/11/2017,3,0,29,0,0,29
3/11/2017,6,0,157,0,0,17
3/11/2017,7,0,301,0,9,125
3/12/2017,7,5,105,0,0,21
3/12/2017,16,401,1221,209,665,2553
3/12/2017,19,149,949,93,5,1221
3/12/2017,17,765,1245,197,21,2449
3/12/2017,15,409,1097,233,733,2493
3/12/2017,13,605,925,181,753,1853
3/12/2017,20,97,1025,129,5,937
3/12/2017,10,201,1053,105,1,233
3/12/2017,14,561,1229,149,809,2285
3/12/2017,1,1,113,0,0,65
3/12/2017,12,417,849,133,813,1381
3/12/2017,11,373,993,145,1,805
3/12/2017,21,41,933,0,1,765
3/12/2017,23,9,601,0,0,301
3/12/2017,0,1,481,0,0,141
3/12/2017,6,1,53,0,0,5
3/12/2017,22,37,777,0,1,529
3/12/2017,9,29,609,41,0,173
3/12/2017,8,5,301,0,0,89
3/12/2017,18,313,1285,169,9,1785
3/12/2017,5,0,17,0,0,21
3/12/2017,4,0,77,0,1,45
3/12/2017,3,0,157,0,1,121
3/13/2017,13,1725,3037,409,713,2025
3/13/2017,21,205,1641,1,13,869
3/13/2017,19,857,1945,221,17,1477
3/13/2017,12,1921,3005,329,689,1733
3/13/2017,8,117,713,0,13,169
3/13/2017,9,1125,1377,273,9,437
3/13/2017,22,113,1317,0,29,577
3/13/2017,14,1805,2705,329,657,1813
3/13/2017,11,2213,2681,277,5,1201
3/13/2017,0,1,361,0,9,249
3/13/2017,20,677,1761,213,25,1153
3/13/2017,7,13,389,0,1,41
3/13/2017,15,2429,18969,365,573,1813
3/13/2017,17,2065,2353,289,29,1857
3/13/2017,10,1241,2661,309,13,681
3/13/2017,16,1697,3445,333,553,1897
3/13/2017,18,1205,2341,265,13,1785
3/13/2017,6,1,121,0,0,13
3/13/2017,23,17,701,0,1,417
3/13/2017,3,0,77,0,0,41
3/13/2017,2,0,221,0,0,53
3/13/2017,5,0,61,0,0,13
3/13/2017,1,0,153,0,0,145
3/13/2017,4,0,61,0,0,13
3/14/2017,9,541,981,193,0,429
3/14/2017,13,1465,2581,309,93,1517
3/14/2017,10,869,3137,261,5,613
3/14/2017,21,197,1613,0,17,949
3/14/2017,19,809,2357,297,17,1273
3/14/2017,7,1,457,0,1,53
3/14/2017,14,1469,2721,301,25,1533
3/14/2017,8,49,925,0,1,157
3/14/2017,0,1,717,0,5,241
3/14/2017,1,9,281,0,0,117
3/14/2017,22,45,633,0,9,665
3/14/2017,17,2125,2057,313,29,1701
3/14/2017,12,1953,2889,353,25,1061
3/14/2017,11,1229,2485,337,21,829
3/14/2017,23,13,405,0,0,529
3/14/2017,15,1357,7285,333,17,1605
3/14/2017,20,625,1985,293,29,1101
3/14/2017,18,1205,2529,289,21,1657
3/14/2017,16,1601,3981,533,25,1729
3/14/2017,2,1,93,0,0,69
3/14/2017,4,0,113,0,0,21
3/14/2017,6,0,209,0,0,17
3/14/2017,5,0,137,0,0,25
3/14/2017,3,0,85,0,0,33
3/15/2017,11,1449,2137,321,21,1025
3/15/2017,18,1229,1989,269,25,1813
3/15/2017,7,5,317,0,0,97
3/15/2017,17,1873,2713,277,25,1849
3/15/2017,16,1577,2781,265,189,1761
3/15/2017,10,1077,1797,225,9,725
3/15/2017,21,245,1373,1,13,953
3/15/2017,14,1393,2785,401,209,1773
3/15/2017,15,1613,6781,329,161,1881
3/15/2017,0,1,329,0,0,253
3/15/2017,19,857,1581,157,5,1465
3/15/2017,8,105,689,0,9,201
3/15/2017,22,69,929,0,13,653
3/15/2017,13,2229,2945,353,469,1629
3/15/2017,23,45,521,0,9,509
3/15/2017,6,5,293,0,0,33
3/15/2017,20,661,1333,245,13,1057
3/15/2017,9,681,1109,205,5,425
3/15/2017,12,1517,2721,353,33,1517
3/15/2017,5,0,77,0,0,21
3/15/2017,2,0,277,0,1,101
3/15/2017,1,0,629,0,5,185
3/15/2017,4,0,145,0,0,45
3/15/2017,3,0,213,0,0,57
3/16/2017,15,1441,2725,289,765,1661
3/16/2017,10,1017,3057,277,1,729
3/16/2017,16,1429,2141,277,765,1801
3/16/2017,18,1021,2037,209,29,1621
3/16/2017,17,1381,2789,225,17,1677
3/16/2017,21,129,1769,0,13,777
3/16/2017,20,581,1177,137,17,913
3/16/2017,13,2089,2005,349,897,1393
3/16/2017,9,833,1253,253,5,409
3/16/2017,6,9,225,0,0,25
3/16/2017,3,5,49,0,0,25
3/16/2017,8,105,797,0,1,153
3/16/2017,14,1385,2229,293,705,1601
3/16/2017,23,33,765,0,0,365
3/16/2017,7,21,405,0,1,77
3/16/2017,22,57,1097,0,5,545
3/16/2017,11,1389,2209,309,9,941
3/16/2017,19,841,1333,193,9,1333
3/16/2017,12,1489,1773,281,669,1389
3/16/2017,0,17,725,0,5,293
3/16/2017,4,1,77,0,0,13
3/16/2017,1,0,389,0,1,169
3/16/2017,5,0,105,0,0,13
3/16/2017,2,0,301,0,0,117
3/17/2017,10,1165,1737,213,13,701
3/17/2017,21,141,1017,0,9,621
3/17/2017,19,549,1325,121,9,1177
3/17/2017,5,1,45,0,0,5
3/17/2017,9,741,1373,177,0,529
3/17/2017,11,1469,1765,293,5,1161
3/17/2017,8,125,357,0,9,169
3/17/2017,23,29,469,0,9,253
3/17/2017,22,85,865,0,17,409
3/17/2017,16,1453,2397,293,365,1889
3/17/2017,6,1,389,0,1,25
3/17/2017,15,1945,2513,261,369,2181
3/17/2017,20,409,1105,157,9,793
3/17/2017,17,1133,2081,153,21,2073
3/17/2017,7,13,337,0,1,85
3/17/2017,12,1333,1801,301,437,1513
3/17/2017,18,1045,1721,193,5,1997
3/17/2017,14,1517,2161,357,377,1921
3/17/2017,13,1861,1969,345,561,1897
3/17/2017,0,0,565,0,0,161
3/17/2017,2,0,137,0,0,73
3/17/2017,3,0,121,0,0,49
3/17/2017,4,0,77,0,0,9
3/17/2017,1,0,209,0,1,117
3/18/2017,6,1,249,0,0,1
3/18/2017,10,409,2313,197,1,485
3/18/2017,14,921,1673,253,417,2857
3/18/2017,8,21,465,0,0,97
3/18/2017,13,889,1797,193,477,2385
