CX Calls Call Started Date,CX Calls Call Started Hour of Day,calls,emails,chats,sms,orders
6/7/2016,19,645,1493,165,0,1113
6/7/2016,9,561,1737,169,0,329
6/7/2016,14,981,1889,201,89,1221
6/7/2016,18,969,1837,261,9,1261
6/7/2016,8,89,1021,0,1,133
6/7/2016,1,1,269,0,0,125
6/7/2016,20,449,1269,153,1,749
6/7/2016,16,1477,2597,241,125,1301
6/7/2016,22,61,1209,0,1,493
6/7/2016,17,1081,1897,209,17,1389
6/7/2016,21,133,1557,1,1,737
6/7/2016,23,45,753,0,0,385
6/7/2016,7,21,337,0,0,81
6/7/2016,3,9,73,0,0,25
6/7/2016,10,1037,1893,193,109,469
6/7/2016,11,1305,1681,281,209,881
6/7/2016,15,1193,4853,385,49,1433
6/7/2016,6,21,101,0,0,33
6/7/2016,4,5,41,0,0,1
6/7/2016,0,0,409,0,0,249
6/7/2016,2,0,129,0,0,93
6/8/2016,15,945,4049,217,133,1033
6/8/2016,9,581,1073,145,0,429
6/8/2016,20,373,1045,157,5,673
6/8/2016,13,1057,1745,181,93,1173
6/8/2016,16,941,1945,209,73,1217
6/8/2016,18,833,1317,137,0,1233
6/8/2016,6,13,249,0,0,37
6/8/2016,23,17,701,0,0,241
6/8/2016,0,5,353,0,0,253
6/8/2016,17,881,1857,197,0,1229
6/8/2016,12,1261,1621,233,81,1125
6/8/2016,1,9,221,0,0,169
6/8/2016,22,21,749,0,0,293
6/8/2016,5,5,33,0,0,25
6/8/2016,21,149,1045,5,1,497
6/8/2016,11,973,1621,209,69,801
6/8/2016,19,561,965,125,0,989
6/8/2016,7,41,437,0,0,85
6/8/2016,10,669,2029,241,1,553
6/8/2016,8,105,513,0,0,129
6/8/2016,14,961,1969,285,149,1153
6/8/2016,4,0,37,0,0,29
6/8/2016,2,0,133,0,0,69
6/8/2016,3,0,125,0,0,29
6/9/2016,21,109,1109,0,1,513
6/9/2016,17,773,1649,193,121,1261
6/9/2016,23,13,353,0,1,209
6/9/2016,19,465,849,137,0,1029
6/9/2016,14,989,2229,217,189,1177
6/9/2016,18,685,1129,165,1,1145
6/9/2016,7,1,321,0,0,85
6/9/2016,15,889,2385,197,233,1109
6/9/2016,16,893,1845,173,53,1281
6/9/2016,8,89,593,0,0,141
6/9/2016,5,5,69,0,0,25
6/9/2016,0,9,257,0,0,161
6/9/2016,2,1,113,0,0,37
6/9/2016,20,281,1321,169,0,637
6/9/2016,22,53,817,0,0,389
6/9/2016,12,1405,1537,133,125,1005
6/9/2016,1,5,237,0,0,105
6/9/2016,11,1049,1293,149,141,897
6/9/2016,13,1233,1525,157,97,1077
6/9/2016,9,441,1277,145,1,313
6/9/2016,10,805,1965,185,113,429
6/9/2016,3,0,13,0,0,45
6/9/2016,4,0,29,0,0,21
6/9/2016,6,0,165,0,0,5
6/10/2016,19,401,869,101,13,849
6/10/2016,21,101,977,0,1,517
6/10/2016,23,33,445,0,1,193
6/10/2016,20,253,957,105,5,513
6/10/2016,12,965,1769,257,133,1317
6/10/2016,11,1317,1797,229,101,933
6/10/2016,15,1189,1549,221,133,1441
6/10/2016,0,1,321,0,0,165
6/10/2016,7,13,197,0,0,93
6/10/2016,17,897,1497,153,121,1437
6/10/2016,16,1013,1981,185,141,1409
6/10/2016,22,45,441,0,0,225
6/10/2016,8,77,677,0,0,165
6/10/2016,9,497,981,145,1,365
6/10/2016,18,817,1465,105,1,1213
6/10/2016,10,701,2121,121,65,477
6/10/2016,6,1,73,0,0,13
6/10/2016,14,1049,1397,173,101,1221
6/10/2016,13,785,1809,221,37,1189
6/10/2016,4,0,53,0,0,1
6/10/2016,5,0,77,0,0,41
6/10/2016,3,0,45,0,0,45
6/10/2016,1,0,161,0,1,101
6/10/2016,2,0,153,0,0,53
6/11/2016,11,649,905,101,13,877
6/11/2016,20,129,529,33,0,541
6/11/2016,6,1,53,0,1,17
6/11/2016,5,1,65,0,0,1
6/11/2016,21,77,805,0,0,433
6/11/2016,4,1,45,0,0,25
6/11/2016,9,97,473,45,0,173
6/11/2016,23,5,445,0,0,197
6/11/2016,18,341,1061,89,1,1561
6/11/2016,8,17,377,0,1,57
6/11/2016,16,529,1033,113,9,1857
6/11/2016,12,593,749,133,5,1433
6/11/2016,0,13,285,0,1,113
6/11/2016,22,17,421,0,0,249
6/11/2016,10,393,1229,73,9,429
6/11/2016,14,553,977,149,9,1873
6/11/2016,17,481,1261,105,5,1725
6/11/2016,7,5,189,0,1,57
6/11/2016,15,581,857,73,0,1785
6/11/2016,13,641,941,161,9,1517
6/11/2016,19,281,905,117,0,1001
6/11/2016,2,0,49,0,1,33
6/11/2016,1,0,173,0,1,69
6/11/2016,3,0,29,0,0,17
6/12/2016,14,301,929,57,0,1421
6/12/2016,11,261,865,81,1,685
6/12/2016,20,61,689,97,0,597
6/12/2016,22,1,445,0,0,337
6/12/2016,13,317,1137,73,5,1137
6/12/2016,15,305,801,89,0,1577
6/12/2016,17,229,1101,117,0,1573
6/12/2016,16,261,1065,117,0,1673
6/12/2016,8,5,297,0,0,101
6/12/2016,9,45,277,77,1,153
6/12/2016,18,165,729,85,0,1241
6/12/2016,21,33,713,1,0,549
6/12/2016,19,149,677,85,0,745
6/12/2016,10,145,917,105,5,317
6/12/2016,7,1,77,0,0,57
6/12/2016,12,269,893,73,0,1197
6/12/2016,3,1,5,0,0,17
6/12/2016,6,0,41,0,0,9
6/12/2016,1,0,53,0,0,77
6/12/2016,0,0,209,0,0,125
6/12/2016,4,0,21,0,0,21
6/12/2016,5,0,5,0,0,9
6/12/2016,2,0,129,0,0,29
6/12/2016,23,0,517,0,0,197
6/13/2016,17,1165,2069,189,29,1261
6/13/2016,10,1497,1813,221,89,493
6/13/2016,16,1217,1825,249,53,1397
6/13/2016,0,9,225,0,0,173
6/13/2016,19,649,1497,173,0,981
6/13/2016,12,1309,2021,333,117,1149
6/13/2016,21,141,1093,0,0,481
6/13/2016,20,321,1469,177,1,537
6/13/2016,15,1265,7825,225,109,1149
6/13/2016,9,741,1077,185,0,501
6/13/2016,13,1389,2361,229,21,1185
6/13/2016,18,869,1473,197,5,1261
6/13/2016,7,17,225,0,0,69
6/13/2016,2,1,133,0,0,53
6/13/2016,23,5,469,0,0,257
6/13/2016,11,1569,1505,213,141,861
6/13/2016,1,5,149,0,1,113
6/13/2016,14,1273,1957,233,93,1225
6/13/2016,8,93,889,0,0,133
6/13/2016,22,61,1201,0,0,413
6/13/2016,3,0,113,0,0,21
6/13/2016,5,0,9,0,0,17
6/13/2016,4,0,9,0,0,13
6/13/2016,6,0,117,0,0,41
6/14/2016,14,877,2085,233,133,1097
6/14/2016,22,37,845,0,1,481
6/14/2016,4,1,85,0,1,13
6/14/2016,17,873,2741,145,33,1377
6/14/2016,9,601,1325,173,5,449
6/14/2016,8,101,565,0,1,177
6/14/2016,7,9,285,0,0,61
6/14/2016,0,5,289,0,0,153
6/14/2016,13,1029,1897,201,33,1133
6/14/2016,1,1,129,0,0,121
6/14/2016,19,513,1669,169,1,1021
6/14/2016,16,1081,1833,225,85,1097
6/14/2016,18,917,1869,129,5,1181
6/14/2016,23,17,609,0,1,301
6/14/2016,10,937,2109,221,65,477
6/14/2016,21,169,1049,1,1,637
6/14/2016,15,961,6813,269,97,1165
6/14/2016,12,1049,1609,229,89,989
6/14/2016,20,405,1201,97,1,617
6/14/2016,11,1545,1793,193,93,797
6/14/2016,6,1,221,0,5,33
6/14/2016,2,1,181,0,5,73
6/14/2016,3,0,65,0,0,41
6/14/2016,5,0,93,0,0,17
6/15/2016,10,865,2157,193,165,493
6/15/2016,16,1545,1757,257,57,1505
6/15/2016,22,61,1429,0,0,457
6/15/2016,2,5,117,0,0,77
6/15/2016,21,117,1413,5,1,585
6/15/2016,6,1,129,0,0,25
6/15/2016,20,401,1669,121,9,665
6/15/2016,23,41,637,0,1,281
6/15/2016,17,1097,1957,165,5,1285
6/15/2016,9,501,749,157,0,377
6/15/2016,18,833,1385,217,5,1361
6/15/2016,8,89,605,0,0,157
6/15/2016,14,1305,2169,377,81,1261
6/15/2016,1,5,305,0,5,93
6/15/2016,12,1321,2225,405,25,913
6/15/2016,13,1121,2193,305,5,1317
6/15/2016,19,653,1061,153,0,1157
6/15/2016,7,9,325,0,0,105
6/15/2016,11,1377,2217,481,117,1189
6/15/2016,15,1201,5569,261,49,1317
6/15/2016,5,0,81,0,0,13
6/15/2016,3,0,17,0,0,21
6/15/2016,0,0,285,0,0,213
6/15/2016,4,0,13,0,0,21
6/16/2016,16,917,1885,181,37,1309
6/16/2016,8,77,545,0,0,225
6/16/2016,7,17,321,0,0,97
6/16/2016,11,1169,1789,241,77,981
6/16/2016,12,1217,1981,213,93,1065
6/16/2016,21,165,921,0,0,501
6/16/2016,2,9,165,0,0,45
6/16/2016,13,1401,1693,169,49,1213
6/16/2016,19,485,817,157,0,1001
6/16/2016,0,9,381,0,0,157
6/16/2016,9,541,1233,185,1,333
6/16/2016,1,5,237,0,0,149
6/16/2016,17,889,2385,181,5,1297
6/16/2016,23,29,705,0,1,277
6/16/2016,18,589,1541,149,0,1245
6/16/2016,22,65,753,0,5,389
6/16/2016,3,1,57,0,0,33
6/16/2016,14,1053,2445,237,13,1281
6/16/2016,20,345,657,145,0,629
6/16/2016,6,5,113,0,0,25
6/16/2016,15,949,1913,237,21,1401
6/16/2016,10,769,2781,173,73,581
6/16/2016,4,0,57,0,0,21
6/16/2016,5,0,93,0,0,5
6/17/2016,23,49,361,0,1,169
6/17/2016,12,1405,1577,185,121,1301
6/17/2016,17,889,1965,181,49,1473
6/17/2016,18,801,1353,93,5,1437
6/17/2016,22,61,453,0,1,241
6/17/2016,16,1037,1957,201,117,1381
6/17/2016,19,441,1233,141,1,1113
6/17/2016,14,845,1521,229,133,1397
6/17/2016,13,1117,1545,189,149,1217
6/17/2016,21,85,669,0,1,481
6/17/2016,0,9,285,0,0,189
6/17/2016,3,1,81,0,0,41
6/17/2016,1,1,209,0,0,85
6/17/2016,20,381,845,105,1,545
6/17/2016,8,101,625,0,0,165
6/17/2016,9,517,869,205,0,309
6/17/2016,15,925,1661,221,29,1465
6/17/2016,4,1,1,0,0,17
6/17/2016,11,1201,1637,269,113,961
6/17/2016,7,13,277,0,0,53
6/17/2016,10,765,1457,237,129,429
6/17/2016,5,0,73,0,0,25
6/17/2016,2,0,109,0,0,57
6/17/2016,6,0,189,0,0,25
6/18/2016,20,121,841,105,17,685
6/18/2016,15,453,681,145,1,2021
6/18/2016,8,13,269,0,1,93
6/18/2016,21,33,745,0,1,461
6/18/2016,22,17,513,0,0,305
6/18/2016,1,1,117,0,0,93
6/18/2016,14,413,689,149,9,2025
6/18/2016,11,373,945,137,17,1033
6/18/2016,9,121,513,93,0,205
6/18/2016,19,221,1253,93,0,1097
6/18/2016,23,29,373,0,0,237
6/18/2016,10,309,1313,85,0,465
6/18/2016,13,477,917,177,0,1569
6/18/2016,18,285,1341,109,0,1349
6/18/2016,7,1,173,0,0,33
6/18/2016,17,357,1265,105,0,1701
6/18/2016,16,301,1097,101,5,1761
6/18/2016,12,545,1117,121,17,1393
6/18/2016,2,0,93,0,0,49
6/18/2016,3,0,37,0,0,5
6/18/2016,5,0,17,0,0,1
6/18/2016,0,0,189,0,0,101
6/18/2016,4,0,53,0,0,17
6/18/2016,6,0,65,0,0,33
6/19/2016,2,5,149,0,0,61
6/19/2016,17,209,861,105,0,1369
6/19/2016,15,413,753,101,0,1349
6/19/2016,9,61,505,0,0,185
6/19/2016,13,273,937,101,0,1325
6/19/2016,14,345,493,97,1,1529
6/19/2016,18,137,641,73,1,1057
6/19/2016,21,25,697,0,1,505
6/19/2016,7,5,65,0,0,25
6/19/2016,4,1,45,0,0,29
6/19/2016,22,9,529,0,0,277
6/19/2016,20,89,585,73,0,533
6/19/2016,10,153,1233,73,0,225
6/19/2016,0,5,373,0,0,125
6/19/2016,12,273,597,121,0,1165
6/19/2016,16,261,845,109,0,1629
6/19/2016,6,1,53,0,0,37
6/19/2016,8,37,193,0,5,93
6/19/2016,19,117,637,93,0,773
6/19/2016,11,285,717,89,1,621
6/19/2016,23,0,309,0,0,217
6/19/2016,3,0,53,0,0,29
6/19/2016,1,0,237,0,0,101
6/19/2016,5,0,45,0,0,13
6/20/2016,22,65,741,0,5,409
6/20/2016,12,1337,2141,253,113,1045
6/20/2016,20,385,1161,181,13,689
6/20/2016,13,1269,2141,193,137,1201
6/20/2016,19,637,1641,201,37,1061
6/20/2016,11,1701,1753,273,49,749
6/20/2016,23,49,581,0,13,265
6/20/2016,2,1,69,0,0,57
6/20/2016,8,121,489,0,0,201
6/20/2016,14,1265,1861,205,145,1321
6/20/2016,18,849,1721,217,25,1261
6/20/2016,7,13,253,0,0,53
6/20/2016,1,1,117,0,0,73
6/20/2016,0,9,285,0,0,181
6/20/2016,9,865,1261,205,1,477
6/20/2016,21,157,1093,0,5,617
6/20/2016,15,1209,12489,281,169,1337
6/20/2016,10,1105,1477,249,13,757
6/20/2016,17,1317,2017,241,125,1389
6/20/2016,16,1265,2173,273,217,1357
6/20/2016,6,0,217,0,0,21
6/20/2016,4,0,33,0,0,5
6/20/2016,5,0,29,0,0,9
6/20/2016,3,0,65,0,0,21
6/21/2016,11,1489,1929,241,93,845
6/21/2016,18,1061,1313,177,9,1201
6/21/2016,16,989,2437,261,21,1253
6/21/2016,7,13,265,0,0,69
6/21/2016,23,13,821,0,1,277
6/21/2016,19,557,1089,189,0,1001
6/21/2016,14,1025,1929,269,53,1293
6/21/2016,17,1073,2093,205,17,1341
6/21/2016,9,597,1497,193,21,369
6/21/2016,12,1233,1949,189,161,1145
6/21/2016,22,141,1077,0,1,445
6/21/2016,10,1033,1785,277,29,565
6/21/2016,8,81,809,0,17,149
6/21/2016,15,1021,2317,205,53,1217
6/21/2016,13,1137,2065,229,41,1085
6/21/2016,21,161,1401,0,1,549
6/21/2016,20,449,1429,193,0,605
6/21/2016,4,0,65,0,0,21
6/21/2016,2,0,173,0,0,53
6/21/2016,0,0,449,0,5,169
6/21/2016,5,0,69,0,0,5
6/21/2016,1,0,141,0,1,105
6/21/2016,6,0,185,0,0,21
6/21/2016,3,0,145,0,0,41
6/22/2016,21,113,1265,0,5,605
6/22/2016,18,765,1489,189,5,1281
6/22/2016,6,5,77,0,1,13
6/22/2016,23,9,497,0,0,257
6/22/2016,3,1,57,0,0,29
6/22/2016,13,1065,1489,261,173,1357
6/22/2016,12,1329,1777,257,153,1145
6/22/2016,16,917,1825,185,93,1225
6/22/2016,8,77,665,1,0,169
6/22/2016,20,353,1297,153,1,693
6/22/2016,11,1101,1877,229,153,877
6/22/2016,10,689,1305,181,205,561
6/22/2016,15,1345,8149,233,233,1361
6/22/2016,22,61,1021,0,1,385
6/22/2016,19,461,1113,149,9,993
6/22/2016,17,989,1753,229,41,1269
6/22/2016,14,1001,2093,261,97,1425
6/22/2016,9,581,857,213,0,489
6/22/2016,7,29,245,0,1,29
6/22/2016,0,5,381,0,0,193
6/22/2016,1,0,185,0,0,137
6/22/2016,5,0,105,0,0,17
6/22/2016,4,0,93,0,0,9
6/22/2016,2,0,145,0,0,33
6/23/2016,9,561,989,177,9,313
6/23/2016,7,17,305,0,0,37
6/23/2016,21,141,981,0,0,537
6/23/2016,23,9,665,0,0,273
6/23/2016,17,997,1877,185,5,1165
6/23/2016,19,445,1049,145,1,949
6/23/2016,6,1,97,0,0,21
6/23/2016,18,641,1249,157,9,1149
6/23/2016,14,973,2029,241,97,1389
6/23/2016,15,1081,2209,221,57,1401
6/23/2016,13,1053,1665,257,141,1161
6/23/2016,0,9,561,0,0,157
6/23/2016,22,29,629,0,9,377
6/23/2016,20,305,861,141,0,605
6/23/2016,4,1,89,0,0,5
6/23/2016,8,81,525,0,1,113
6/23/2016,12,1421,2001,221,125,1065
6/23/2016,16,1141,2577,233,25,1277
6/23/2016,10,1045,2409,261,0,449
6/23/2016,11,1085,1613,229,85,769
6/23/2016,3,0,37,0,0,41
6/23/2016,5,0,89,0,0,9
6/23/2016,2,0,189,0,0,49
6/23/2016,1,0,237,0,0,145
6/24/2016,12,1445,1761,201,173,1137
6/24/2016,11,969,1437,209,121,981
6/24/2016,23,17,669,0,1,189
6/24/2016,14,1181,1617,229,73,1517
6/24/2016,18,793,1681,169,13,1105
6/24/2016,22,45,613,0,0,361
6/24/2016,6,1,129,0,0,21
6/24/2016,8,141,829,0,0,133
6/24/2016,13,965,1913,201,105,1269
6/24/2016,10,1041,1913,205,173,553
6/24/2016,16,1125,2001,213,21,1365
6/24/2016,17,1069,2049,157,25,1457
6/24/2016,7,17,189,0,1,93
6/24/2016,9,577,729,129,0,301
6/24/2016,19,417,973,97,1,853
6/24/2016,21,93,925,0,5,421
6/24/2016,20,249,813,97,1,509
6/24/2016,15,1117,2293,197,65,1417
6/24/2016,4,0,45,0,0,33
6/24/2016,0,0,317,0,5,137
6/24/2016,2,0,197,0,1,61
6/24/2016,5,0,61,0,0,9
6/24/2016,1,0,225,0,5,49
6/24/2016,3,0,73,0,0,29
6/25/2016,22,17,653,0,1,269
6/25/2016,11,441,797,97,0,925
6/25/2016,10,281,1313,85,1,341
6/25/2016,19,149,901,101,1,1005
6/25/2016,21,45,601,1,9,453
6/25/2016,1,9,77,0,1,45
6/25/2016,12,481,861,129,17,1381
6/25/2016,15,469,801,157,5,2005
6/25/2016,17,341,1309,133,0,1805
6/25/2016,23,37,273,0,0,145
6/25/2016,20,109,853,89,5,709
6/25/2016,13,505,1169,173,25,1521
6/25/2016,14,601,1125,105,5,1821
6/25/2016,18,253,1225,125,1,1389
6/25/2016,9,125,505,89,0,181
6/25/2016,8,53,325,0,0,85
6/25/2016,16,481,1069,153,5,1765
6/25/2016,7,1,165,0,0,45
6/25/2016,0,0,277,0,0,133
6/25/2016,4,0,13,0,0,25
6/25/2016,2,0,197,0,0,61
6/25/2016,6,0,109,0,0,29
6/25/2016,5,0,57,0,0,9
6/25/2016,3,0,125,0,0,33
6/26/2016,3,1,21,0,1,25
6/26/2016,19,117,621,137,0,777
6/26/2016,0,1,181,0,0,169
6/26/2016,21,21,681,0,5,469
6/26/2016,18,157,801,73,1,1209
6/26/2016,1,1,169,0,1,101
6/26/2016,16,233,949,93,5,1301
6/26/2016,10,97,1273,57,0,289
6/26/2016,11,325,957,117,0,805
6/26/2016,17,189,825,117,1,1509
6/26/2016,14,357,945,77,25,1409
6/26/2016,8,13,221,0,0,45
6/26/2016,20,49,809,105,1,593
6/26/2016,5,1,121,0,0,1
6/26/2016,13,301,965,113,33,1289
6/26/2016,15,309,817,125,1,1485
6/26/2016,12,261,1141,105,53,1153
6/26/2016,22,9,465,0,0,241
6/26/2016,9,53,441,69,1,177
6/26/2016,23,5,545,0,1,245
6/26/2016,7,0,85,0,0,33
6/26/2016,6,0,85,0,0,13
6/26/2016,4,0,97,0,0,9
6/26/2016,2,0,81,0,0,61
6/27/2016,16,1541,2341,241,161,1469
6/27/2016,21,161,1301,0,0,665
6/27/2016,9,861,1317,173,13,433
6/27/2016,15,1341,10401,265,117,1489
6/27/2016,20,605,1237,185,13,681
6/27/2016,10,1193,1933,201,133,589
6/27/2016,18,961,2053,205,17,1385
6/27/2016,23,41,581,0,1,277
6/27/2016,14,1225,2313,241,73,1309
6/27/2016,1,1,177,0,0,73
6/27/2016,22,73,797,0,0,397
6/27/2016,7,9,273,0,0,81
6/27/2016,12,1505,1581,261,121,1133
6/27/2016,11,1561,2029,293,125,961
6/27/2016,13,1269,1997,281,101,1105
6/27/2016,17,1185,2381,237,109,1401
6/27/2016,19,741,1549,233,13,829
6/27/2016,0,1,533,0,0,165
6/27/2016,8,105,745,0,1,145
6/27/2016,2,1,161,0,0,57
6/27/2016,6,0,89,0,0,37
6/27/2016,3,0,157,0,0,37
6/27/2016,4,0,17,0,0,9
6/27/2016,5,0,21,0,0,9
6/28/2016,23,37,637,0,0,297
6/28/2016,20,409,1045,153,5,685
6/28/2016,15,1149,4429,253,97,1313
6/28/2016,22,21,1045,0,0,413
6/28/2016,8,101,749,0,1,117
6/28/2016,16,1117,2565,253,73,1253
6/28/2016,19,449,1317,165,1,1125
6/28/2016,7,17,177,0,1,49
6/28/2016,10,781,1625,237,73,577
6/28/2016,18,797,1565,125,1,1325
6/28/2016,17,1017,1985,209,65,1405
6/28/2016,9,537,1009,189,1,329
6/28/2016,21,173,1549,0,1,633
6/28/2016,14,961,2245,261,49,1089
6/28/2016,11,1617,1901,257,113,809
6/28/2016,1,1,481,0,0,109
6/28/2016,12,1377,2033,241,77,1173
6/28/2016,13,1081,2021,285,85,1145
6/28/2016,6,0,105,0,0,29
6/28/2016,0,0,349,0,0,169
6/28/2016,2,0,157,0,0,81
6/28/2016,4,0,93,0,1,21
6/28/2016,5,0,157,0,0,17
6/28/2016,3,0,69,0,0,13
6/29/2016,19,565,1225,177,1,977
6/29/2016,10,865,2229,317,113,501
6/29/2016,17,985,2509,249,9,1285
6/29/2016,9,573,853,201,5,309
6/29/2016,22,41,1121,0,0,405
6/29/2016,20,349,1201,153,1,677
6/29/2016,18,937,1477,169,5,1257
6/29/2016,21,109,1113,5,5,477
6/29/2016,11,1261,1641,165,185,793
6/29/2016,8,121,729,0,0,117
6/29/2016,13,1013,2065,285,53,1085
6/29/2016,23,17,585,0,1,337
6/29/2016,16,1029,2349,173,61,1261
6/29/2016,14,1097,1593,229,81,1285
6/29/2016,1,9,229,0,0,113
6/29/2016,12,1233,1845,241,277,1117
6/29/2016,15,1033,3189,237,117,1237
6/29/2016,0,1,321,0,0,213
6/29/2016,7,9,173,0,1,57
6/29/2016,3,0,221,0,1,29
6/29/2016,5,0,37,0,0,13
6/29/2016,6,0,105,0,0,17
6/29/2016,2,0,169,0,0,77
6/29/2016,4,0,41,0,0,9
6/30/2016,2,1,0,0,1,9
6/30/2016,19,497,1093,117,1,1013
6/30/2016,12,1697,1865,205,145,1045
6/30/2016,15,1149,2585,221,65,1317
6/30/2016,0,5,269,0,0,101
6/30/2016,9,637,3321,201,5,397
6/30/2016,6,1,0,0,0,13
6/30/2016,13,1037,1937,209,177,1025
6/30/2016,16,1137,2217,213,137,1357
6/30/2016,18,589,1281,137,5,1361
6/30/2016,7,17,0,0,0,33
6/30/2016,8,113,9,0,0,61
6/30/2016,1,17,0,0,0,73
6/30/2016,17,977,2081,165,21,1357
6/30/2016,14,1041,2329,209,141,1313
6/30/2016,10,913,2217,221,153,521
6/30/2016,11,1293,1761,237,117,909
6/30/2016,21,0,1017,1,9,669
6/30/2016,22,0,693,0,1,409
6/30/2016,23,0,465,0,0,345
6/30/2016,20,0,777,133,1,741
6/30/2016,4,0,0,0,0,9
6/30/2016,3,0,0,0,0,9
6/30/2016,5,0,0,0,0,1
7/1/2016,20,353,801,153,1,665
7/1/2016,21,121,769,0,0,505
7/1/2016,23,53,257,0,0,241
7/1/2016,22,41,641,0,0,261
7/1/2016,19,0,993,133,1,889
7/1/2016,5,0,29,0,0,17
7/1/2016,4,0,29,0,5,13
7/1/2016,15,0,1597,209,157,1573
7/1/2016,2,0,77,0,0,41
7/1/2016,0,0,237,0,0,197
7/1/2016,11,0,1321,177,109,921
7/1/2016,6,0,141,0,0,57
7/1/2016,17,0,1709,189,85,1561
7/1/2016,1,0,241,0,0,77
7/1/2016,18,0,1213,177,5,1241
7/1/2016,8,0,629,0,0,181
7/1/2016,14,0,1229,185,145,1585
7/1/2016,3,0,129,0,1,9
7/1/2016,16,0,2189,161,105,1585
7/1/2016,7,0,201,0,0,105
7/1/2016,10,0,1897,177,137,461
7/1/2016,9,0,753,97,0,289
7/1/2016,12,0,1853,153,117,1101
7/1/2016,13,0,1517,201,73,1369
7/2/2016,23,13,333,0,0,153
7/2/2016,14,565,1013,137,13,1721
7/2/2016,15,421,757,149,17,1777
7/2/2016,9,161,613,81,0,133
7/2/2016,11,493,757,105,1,881
7/2/2016,8,17,325,0,0,109
7/2/2016,13,577,737,185,25,1337
7/2/2016,22,9,461,0,0,241
7/2/2016,18,409,749,113,1,1353
7/2/2016,17,497,1129,109,9,1485
7/2/2016,3,1,125,0,0,37
7/2/2016,0,9,237,0,1,133
7/2/2016,21,53,665,1,5,441
7/2/2016,12,537,1109,181,41,1349
7/2/2016,10,305,1189,69,0,361
7/2/2016,16,509,841,165,5,1697
7/2/2016,20,165,509,97,5,625
7/2/2016,19,237,753,89,0,993
7/2/2016,2,0,89,0,0,69
7/2/2016,5,0,57,0,1,9
7/2/2016,7,0,137,0,0,69
7/2/2016,4,0,29,0,0,21
7/2/2016,6,0,45,0,0,5
7/2/2016,1,0,101,0,1,45
7/3/2016,7,1,93,0,0,45
7/3/2016,18,161,365,85,1,981
7/3/2016,20,137,433,65,5,409
7/3/2016,0,5,117,0,0,145
7/3/2016,10,157,989,53,0,269
7/3/2016,8,37,201,0,0,81
7/3/2016,21,49,581,0,5,257
7/3/2016,23,5,437,0,0,149
7/3/2016,9,53,329,57,0,113
7/3/2016,11,329,589,81,0,541
7/3/2016,22,21,481,0,1,201
7/3/2016,3,1,105,0,0,9
7/3/2016,12,249,733,53,17,837
7/3/2016,1,1,209,0,0,65
7/3/2016,13,329,517,69,37,1145
7/3/2016,17,349,793,101,5,1169
7/3/2016,14,313,737,105,33,1377
7/3/2016,16,377,637,93,5,1381
7/3/2016,15,333,877,81,17,1313
7/3/2016,19,173,481,89,1,629
7/3/2016,6,0,37,0,0,5
7/3/2016,5,0,21,0,0,5
7/3/2016,2,0,137,0,1,69
7/3/2016,4,0,97,0,0,13
7/4/2016,13,593,649,81,65,617
7/4/2016,21,17,505,0,0,245
7/4/2016,9,141,541,0,0,89
7/4/2016,14,637,737,109,29,861
7/4/2016,0,9,185,0,5,73
7/4/2016,8,25,185,0,5,65
7/4/2016,20,65,433,0,0,233
7/4/2016,7,45,181,0,0,33
7/4/2016,22,13,493,0,5,181
7/4/2016,6,5,85,0,0,1
7/4/2016,19,69,653,0,9,321
7/4/2016,23,9,281,0,1,153
7/4/2016,1,1,141,0,0,61
7/4/2016,18,213,545,0,1,361
7/4/2016,17,481,673,45,5,617
7/4/2016,12,613,661,93,37,641
7/4/2016,10,349,777,53,5,185
7/4/2016,4,5,53,0,0,9
7/4/2016,15,457,8933,97,13,1041
7/4/2016,11,521,689,105,1,457
7/4/2016,16,453,557,73,1,941
7/4/2016,3,0,57,0,0,29
7/4/2016,5,0,25,0,0,5
7/4/2016,2,0,61,0,0,37
7/5/2016,21,137,1445,0,1,669
7/5/2016,18,913,2053,213,9,1433
7/5/2016,12,1413,2381,369,153,1161
7/5/2016,17,1137,1977,249,53,1285
7/5/2016,8,113,825,0,0,125
7/5/2016,13,1325,2181,349,121,1261
7/5/2016,7,37,193,0,0,37
7/5/2016,14,1377,2197,293,93,1481
7/5/2016,11,1725,1709,289,1,917
7/5/2016,5,5,45,0,0,1
7/5/2016,20,485,1349,145,1,729
7/5/2016,1,1,233,0,0,77
7/5/2016,22,65,1073,0,0,461
7/5/2016,10,1129,2333,201,1,609
7/5/2016,9,933,1169,185,1,533
7/5/2016,0,5,217,0,0,109
7/5/2016,15,1117,4277,281,125,1241
7/5/2016,19,637,1401,177,5,1041
7/5/2016,23,17,593,0,0,333
7/5/2016,16,1421,1909,289,121,1497
7/5/2016,6,0,129,0,1,33
7/5/2016,4,0,13,0,0,5
7/5/2016,2,0,109,0,0,33
7/5/2016,3,0,49,0,0,25
7/6/2016,16,969,2249,225,185,1201
7/6/2016,7,1,333,0,0,41
7/6/2016,10,865,2905,221,173,613
7/6/2016,0,5,277,0,0,189
7/6/2016,23,13,461,0,0,397
7/6/2016,13,1093,2153,245,117,1013
7/6/2016,20,325,1145,165,0,721
7/6/2016,9,777,1245,201,17,353
7/6/2016,17,897,1993,241,1,1325
7/6/2016,18,937,1509,177,9,1377
